Sentence,Tag
Wowwww amazing..... Bollywood bhi deshprem bhi bhawna rakhta hai.... Jaankar bahut khushi hui,0
Kabul hai kabul hai kabul hai to #TripleTalaqVerdict #OneIndiaOneLaw #TripleTalaq #TripleTalaqOver,0
Triple talaq par kanoon baney hum khuss hain ...lekin bina talaq boley chhor do jaise modi ji ne chhoda uss par bhi kanoon hona chahiye ki n,0
Aap log asad bhai ku kahi se bhi maoqa dekh te sir bade bade log bhi hindu musalman shadi karte jaise k Bollywood me dekh lo aap log,0
To Hi Hai #Bollywood  pic.twitter.com/pIWRomso3v,0
Abhi cricket ko unki jarurat hai,0
#MovieQuizWeek #Bollywood #actor is Raj Kapoor #InquizitiveMinds,0
Tum log sirf. *TRIPLE TALAQ* *UNIFORM CIVIL CODE* *DESH BHAKT- DESH DROHI* *VANDE MATARAM* *GAU* *LYNCHING*,0
#TripleTalaq par mithai or #RamRahimSingh pr pitai ye hy sanghi dharam apni behn k blatkari ka saport or islam se nafrat ka 1 rukh,0
to apni biwi ko #TripleTalaq de kar dekh le pata chal jayega bound hai ki nahi,0
@sonunigam Hum khuskismat hai ki humari need azaan aur ghantiyo se kulti hai. Dhamako se nahi. afghan aur syria ke haalat nahi yaha.#sarcasm,1
Divorce me yogdan denebale me se @Javedakhtarjadu bhi ek hai. #TripleTalaq,0
Aur Jo 30 logon ja Raam naam Satya karwa diya uska Kya .....#shameful #politics,0
Yaayyyyeeee Spanish!!!!!! #sarcasm,0
Triple talaq musalman hi ko Q nishana vanaya Hindu dharm me bhi talaq hoti he,0
"Aur Bhashan se hi Mai apne aapko Bollywood ke liye taiyaar ker liya, Movie Kyon ki Modi bhi kabhi PM The",0
@MubasherLucman Ab PM sahab kyun chotay motay maamlay suljhaingay .... un k pass time hi kahan hai #sarcasm,1
#tripletalaq Qubool nei hai! Qubool nei hai! Qubool nei hai! #aazadi,0
Humare desh mai sabse badi kami hai srif ek chiz ki wo hai kisi ek area ko hi badana chahiye wo games mai cricket. and desh sevamai politics,0
Bhagavad Gita was recited during Mahabharata war that killed millions :-) #Irony !,1
"Tapori k saath foto khichaane ka apna hi maza hai. Kasam se yaar, thode din bahar raho Bihar se. Outlook badhao agar politics join karna hai",0
#TripleTalaq   Haha modi hater..agar modi holds ki aaj se koi khule me sauch nai karega to madam ji turant train ki patri ke pas chali jaegi,0
Jin baccho ki maut hue unke maut par politics hota hai mere desh ka durbhagya hai. 2 din ke andar matter clear ho janta chahiye tha,0
"bhai abhi career pe dhyan de, politics k chakkar me aa rha hai yaar...",0
Virat concentrate on cricket. Kahin tujhe bhi deportation ka order mil gaya toh Rohingya ki team ka coach aur captain banna pad jaayega,0
Tujhe mind hai kaha ki sochega yahi Bihar ki politics hai jise polity malum nahi WO politics me hai,0
"#Doklam Chinese President  ""Kamino.....Tumhara triple talaq aur RamRahim ka topic khatam ho jaye tho meri dhamki pur bhi focus Karna """,0
"SLT20 Cricket Soothaattam Kaaranamaaha ""M Irfan'itku Vithikkappatta 6 Maadha Poatti Thadai Niraivu. Avar SL v PAK Thodaril Vilaiyaadalaam.",0
Aap apne ghar se nikaliye plz . Ise politics ka mudda na banao dost. Ye sirf gareebon ke saath mazak hai aur kuch nahi.,0
huma mante hai kuch aise log hai humari community m pr india m inse jyada aise terrorist hai jo k muslim nhi hai...kuch to politics m bhi ha,0
Swimming pool ki spelling aati hai tumko @likeappofficial #followme #musicallyindia #bollywood #cinema #film #acting #TheStreak #weekendpic.twitter.com/qSuXmgKDsz,0
"Abhi to atyachari mullo ka number chal rha h... triple talaq ban ho gaya Ab Muslim personal law ban hona chahiye aur one nation, one law",0
Ek aur sham..ek aur din ka ant hone wala hai..zindagi mein se ek aur din kam ho gaya..!! #sarcasm,0
Gareebi Hatao Nara kisne diya tha ..... gareebi nahi Hati .... gareeb hat Gaye #irony,1
#TripleTalaq @aajtak @ndtvindia @ravishndtv @BDUTT @NDTVIndiaHindi #such kadwa hota hai....pic.twitter.com/n5OXQri9sc,0
Mera bhi achha nahi tha par baad mein Kabbadi aur Cricket.,0
harte harte jab ham jeet jaate hain to media tareef ke pul bandh deti hai aur us pul se hamari diggajon se bhari cricket teem gir jati hai,0
Kya ODI cricket ke sath aneyaye ho rha hai??,0
"Abhi ye bhi muje bathana padega politics Hai Bhai, tum sab log hamare same bhi jukthe Hai, election ke badh tum log Kya karte ho. Same.",0
Triple talaq pr faisla tumhare against aane do...apna asli rang to tum bhi dimhaoge phir miya,0
Beef wohi khayega per kabhi nehi manega! #TripleTalaq ko wohi support karega per kabhi nehi manega! Hurriyat ko wohi support karega!,0
RT @BeingKushSharma Hey bhagwaan Kal ka Match Rahane ko khelne dena varna cricket dekhna chhod duga :( pic.twitter.com/jlw7x0OppK,0
Agar kisiko sacche dil se chaho toh woh bahot bhaav khaati hai. #quoteoftheday #irony,1
Wo koi niazi to nhi the jo siyasat ko bhi cricket samajh bheta hai,0
"""Paniyon ko raste bana ne de..Roshni ko peeche khud ko jaane de"" #CourageUnderFire #Neerja #Bollywood #Inspirational #Movies #SonamKapoorpic.twitter.com/97rAPc2AEv",0
Sari life cricket ki ground mein dhoop mein khel khel kar dhoop ne inka deemaag khushk kar deya hai. Es liyeh yeh haal hai.,0
Bilkul sahi..  Padhai likhai Karni Nahi hai bas Kashmir muddo pe politics Karte Rahenge..  Pehle Farooq phir Umar phir uska beta..,0
Maa behen ki izzat? Triple Talaq aur 4 biwi rakhne wale aurat ka izzat karne ki sikh de rahe he?,0
"Rehta Tha HujOom Jin K ""Medaan"" me Aany sy Aaj Gham_E_Tanhai main wO Cricket chOr chaly  #ThankYouAfridi @SAfridiOfficial @nsaafridipic.twitter.com/ulOPc3SRwd",0
Jo dosi hain onpar karwahi ho fast or mehla ko soraksa dijaye    Kas is gatna se  bhagto ko kuch sikh  mile #TripleTalaq best,0
Bsp n Cong yahi chahate he ki tum kuch to bolo aur dalit apne aap Ko alag aur Bura mehsoos kare aur onko uska vote mil jaye. Its Politics.,0
"Agr ulema ne apni jimmedari nibhai hoti to aaj SC ko fesla na dena pdta,  wo log Muslims ko smjhate ki triple talaq Quran me nhi h..",0
Lashon ke saudagar bachho ki maut par politics karne chale. #VulturePolitics of @SanjayAzadSln (Gaindaswami)!!!,0
#TripleTalaq se Bachadiya Aur kya Chahiye,0
"Hahahaa pahle jano phir bolo,ja k padho pahle samvidhan uss me triple talaq kahi nhi likha h",0
Hosh kar @ECB_cricket #ENGvWI,0
@GuptRogue aisa nahi hai. Ham gareeb log use karte hein :P #sarcasm,0
Nai Line Mar Rai Thi Bai. Sarcasm Tha. RT @AyelaNajeeb @SkyisNeela Haan jee. App jaisa koi zindagi mein aaye tou baat bunn jaaye. #sarcasm,0
fake ravjadeja pehli baar kuch sahi bola hai aapne politics se hatkar,0
Cricket ke Bhagvan..love you Sachin...Aaj bhi lagata hai ki India ki mach hogi to Sachin hi India ko jitwayega...,0
Bjp k liye dharm ek dhal hai jis k bin a wo log ji nahi payenge.. Dharm k liye ladwaoo logo ko aur jeeye jowo aur politics karte raho,0
kya ye faltu cheezo pe time kharab karte ho. triple talaq ki satayi huyi ho to bolo,0
INDIA ME HINDU MUSLIM OR DUSRA RAJNEETI POLITICS KARKA DESH KO SAB BARBAD KARDEGA..ISLIA HAMARA DESH AJJ BHI PICHA HAI #HinduGirlsForISIS,0
Kuchh naya hogaa????  Cricket k baary mei???,0
QAUM KO BEWAQOOF BANANEY K SAU TAREEQON MEIN PEHLA NUMBER IS DRAMAY KA HOGA FREINDLY PATHEECHER MATCHES KO CRICKET KI BAHALI KA NAAM DE DIYA,0
jehadiyon aur dawood dwara financed urdu film industry bollywood ne hindi bhasha ko sarvadhik kshati pahuchai hai. urdu farsi arabi ke words,0
Mera door door tak triple talaq se koi lena dena nahi hai...,0
#Irony Kuchh logo ki chaddiya bhi hoshiyar hai aur kuchh log abhi bhi dimaag ki talaash me hai.. :P,1
"Beef Janta Party bas beef aur antiromeo triple talaq,  dissent voice ko dabana aur gau terrorism karna bas yahi kaam reh gya hai @BJP4India",0
Farzi strike sena ne ki or credit feku le gaya kam se kam army ko politics se dur rakho ek bar gaya biryani kha ke aagaya Kitne sainik mare?,0
"Politics karne waalon se to acchi hi hai Kyonki UP se hi no Bhaiya, main Dekh Sakta hu, to Kyaa recent assembly elections ke results nahi",0
Bollywood ki shan khete hai ! Ladkiyo  ki Jan khete hai ! Jo Bollywood pee raj karta hai !! Us Raja ko sharukhan khete hai  pic.twitter.com/o6yVaoGKBv,0
Aur sayad is desh me ek neat n healthy politics ka janm ho.. jo kabhi bhi kisi businessman ya thakathit dharm guruon ka gulam na ho...,0
"#TripleTalaq Dena hai to jaldi kar lo, kuch hi ghanto ka window hai. :P",0
Uday: ye aapka pyaar hai jo wapas mujhe bollywood ki taraf kheench lata hai.,0
teri soch hi gatar ki he age k sath sadbuddhi mile..... apni hate politics me hi raho or g..... ya fir desh ka kuchh bhala kar jao,0
Maine poocha Ghazwa e hind kya hai?? Apke triple talaq aur halala se mera koi matlab nahi Apke ghar ki auratein hai chahe jo karo,0
Triple talaq Nitish he diya aur Halala congress ka ho gaya.,0
Harsha Bhogle khud kahta hai ke mene school aur university level taak cricket kheli thi,0
Jab tak Bhakts jaise Chutiyon Ki Aankh Na Khule Tak tak ye chalta rahega... 1) Gandhi  2) Gau 3) Ganga  Triple Talaq Ki koi charhca hai?,0
Mujhe ab samajh aa gaya ki koi v bollywood me jaata hai to sab ko ye sab karna hi padta hai Aap kaha sidhi saadhi bollywood me aaie thi aur.,0
Bete k maut k baad bhi maa ko neta ki nahi beta ki zarurat hoti hai I hate politics,0
Are BJP vikas ki politics krne aayi hi ni hai ..aisa lagta hai jaise bjp wale hi hindu aur deshbhakt hai..Sabse ache hindu Akhilesh aur lalu,0
@Jorick1994 omfg 2e! Yayayayayayayyaayayayayayayayayyayayay #sarcasm,0
Because of dirty indian Politics. Ye log kurshi ke liye apne Ma Bap ko bhi nahi pahchante. Let us pray God for our Bapujee.,0
"Bajaur me koohi noor cricket turnament ka final national 11 NE jeeta, woner tem ko 50000 rupi deya najeeb khan ne,  Ayaz zalmi 03075664413",0
@zeeshanhasan o haan yaar ! ... shayad ab #pakistan ki kismet badal jaye gi ! ... #sarcasm gahahaha,0
@Ella_Joy23 haa haa #sarcasm,0
Bhartiya cricket team ko first oneday match jeetne ke liye bahut bahut badhai...,0
Bhai abb aap ko cricket buhat old ho gai hai aur aaj kal ki cricket main iss ki jaga nai hai,0
Haan sahi baat hai....  Mushaira jinko sunate h kumar sir woi log to atankwaadi hote h unko hi maar dena chahiye....#sarcasm #growup,1
@AMISHDEVGAN bhakt how are you modi & bjp bhakt. Mard ka bachcha hai to yashodaben ka haqq dilana namard kutte triple talaq par mind washkrk,0
Mahesh Bhatt ka bistar garam karke Bollywood mein aayi h aur abhi Feminism ke naam pe non stop bakcho8i karwa lo Raan8 se LMAO!,0
Abusing tweet ke liye Account suspend karte ho...   Woh bhi wo desh me... Jahan gali gali me yahi language use hota hai...   #Irony,1
"aajkal koi nahi puchhta Kapoors ko ,,tabhi Khan's ka Raaj hai Bollywood mein Public ne nakar Diya ab chhod do nautanki",0
Rahul Gandhi tu ek Majak banke reh gya hai...desh k liy....kahin job krle politics se aacha..,0
Ankhon se ansoo nikalne lage the dil jaise band hogia tha jab Afridi ki entry hui thi beshak is naam se cricket ka har lamha behtreen hai,0
Kuch bhi kijiye mere monu ko kuch nahi hona chahiye#NoOneKilledJessica #bollywood #quotes #memories #movies #NOKJ #SundayShakeup #Sundaypic.twitter.com/LtcjucHNoA,0
@nilofers  jin ke sath hum apni zindagi bitaane ke khwaab dekha karte they~ Aj unke khwaabo me aane se hum sehem se jaatey hain #irony,1
Abe gadhe andha to tu hai ki politics ke karan tumhe yeh hi samajh nhi aa rha ki tu kiska majak bana rha hai,0
Baccho ki kisi ko parwah nahi sab ek dusre par kichar uchaal rahe hai same on DIRTY POLITICS,0
Bhole bhai  politics  sadyantron ka mayajaal hai,0
Mai bi hu triple talaq real means miya bibi m agar problem h to 3 koshish har mahine 1st dono ke maa baap samjhuta karaye ar ek saath rahe,0
Ap 0 he ab hero banane ki kosis mat karo ab har bat par politics mat karo jayant bhai,0
"Shuru hogye politics karne, khud jo ram leela maidan me kiye the yaad nai? Abhi to mu band kar lo",0
Teri gand faad to di katue sale triple talaq ban acha ab ye bta phle pic.twitter.com/rvd1TFaDF8,0
Har Dilli wala apne ko smart samjhta hai ..  #irony,1
"Balochistan Men Cricket Ky Fur0gh Kay Liye Mazeed Stedium Banane Jahen Ge, Wafaqi Wazir-E-Parilmani Amoor.",0
mohalla cricket khel ke hi to yahan tk pahucha hun...kisi bhi cheez ki shuruat chote se hi hoti hai...,0
Pakistan me bhi triple talaq nahi hai.,0
Mere ko to EA cricket 2011 khelne se fursat nahi hai yadein bhi isi ki aati hai,0
Abhi tak ye samajh main nahi aai triple talaq musalmano k liye ban lekin khush hindu and media ho rahain hain,0
Main kaun hu samjhane waala. Waise baat cricket ki Hai bas isiliye kyunki usmein bohot zyada entertainment hai,0
"wajibul chper h wo log jo adhi rat ko call kr k pochte hen so tou nahi rahi thi ?  nahi, kia matlab he bhala me yahan #cricket khel rahi thi",0
Abhi to baithe hi hai kursi par....kam se kam 7 saal or dijiye fir utar jayenge mohtarma.  #sarcasm #reality #bjp #rss,1
"jo sadhu-sant humein muhurat aadi ki aavashyakta k baare mei batate hai, wohi aaj #84KosiParikrama mei iski andheki kar rahe hai #irony",1
"Cricket mein kabhi bhi shot lag jata ball kareeb se ati, ye jab tak ball leke dusre kone jate phir kabhi wapsi kick lag jaye tou aur khwari",0
"Zaat e aadam ki ye tarakki to dekho, Udna safar ban gaya aur chalna ""suffer""  #sarcasm",1
"Bhai doglee, triple talaq kis aur dharam me hai? Please enlighten ua",0
Rape in the name of triple TALAQ ko support kar rahe ho aur lady ko abuse karte ho.ye kaun sa Islam hai? We r ashamed of u,0
helloMedia? Ji sir! Koi gadbad hogayi kiya?Are yeh rozgar ka mudda garam ho raha he. Zara tripletalaq par koi debate karao.,0
Ye politics walle sirf bhasan hi de sakte hai karna kuch nai Aatta inhe pehle se karne me path Rahi thi @rajnathsingh #RamRahimVerdictpic.twitter.com/2HcCyDJoMy,0
Achi bath hai Srilanka match jiti athe match me spectators to ayenghe aur Srilanka cricket board ki income badgehi pakistain bhi jana hai,0
Pura India ghum rahay ho ..eek baar bhi waha gay.  # Khali politics kar lo phokat may,0
"Bhagath's tweet to Rahul Gandhi ""kya huva! Haar Gaye !!"" lol one loser to another :D #Irony",0
kabhi humlog se milo fir in deshdrohi BJP ko politics sikhaate hain!!!,0
sahi kha tejashwi ko bhagao or bhagao... kyuki ye cricket ke field me bhag to nhi paya sayad raajniti me bhagna sikh jaye,0
Chandrasekhar Azad k janmdiwas shanti se gujar jane par 1 insaan Itna dukhi hai.. Jo Khud hi apni choti Soch ka Gulam hai. #irony,1
Kapil Sibal ne to triple talaq mamale me bhi case lada tha aur buri tarah muh ki khani padi thi ...is bar bhi wohi hal hoga,0
"Kam se kam is Waqt politics chor do. Tum logo ka bhagwan se bhi dar nahi hai kya? Bacche mare hai logo ke, aur tum ko apni siyasat chamkani",0
Jab b koi cricket series aati hai Alina yaad aati hai   Kahan gaye usay dhoondo... #PAKvWXI #CricketKiHalaLala,0
@BJP4India @narendramodi  Yahi to politics hai BJP ki ek mudda shant na ho dusra le aao  Aur Muslim se badhiya agenda kya ho sakta hai,0
Aaj bill gates se jyada to star sports kamane wale hai.  #sarcasm #indiavspak #indiaindia #ct17,1
Politics sikhna Hai toh nitish Kumar ji se sikhien Kab kis taraf jana Hai unko achchi  Tarah Pata hai,0
Politics to Apne faide k liye Apne ghr valo Ko mrwa dete hai . Midia apni TRP k liye weshya Ko bhi Sadhvi bna ke dikha dege,0
HAN BHAI? Ab bolo  Cricket bana he Pakistaniyo k liye hai .,0
Yaar kam se kam Maut per tu politics maat karo. Warna jab tumhari Maut hogi tu koi ronewala bhi nahi hoga,0
Ns ki to politics hee khatum ho gayee thee Sh Sahib,0
Akshay Kumar meets Chief Minister of Rajasthan Vasundra Raje  #cine #home #valladolid #spain #ocio #bollywood #movies #follow #likepic.twitter.com/eHHMPbGI9V,0
Bhai tere ko batane ki jarurat nhi hai  Sab jante hai ki world ki Best cricket Team konsi hai,0
"Me to someone ""Yaar, Pakistan waale India ko buri tarah peet rahe hain. Matlab Kashmir waal jashan mana rahe honge"" #sarcasm",1
"@RandeepHooda bhai ne Ram Ram,Janamdin Mubarak ho,aur Bollywood main tagdi dhak jame bhai ki. Jai ho... #RandeepHooda",0
Aaho tey aaho tey ik wari fir aaho... jadon khasam nu pata howey woti nu cricket pasand hai uday tey farz hai wakhana naal ja k.,0
Yaha urge karne se tera kaam hoga kya sala aapni politics chamka raha ha. Kaam kar bakchodi chod,0
Triple talaq ke wajah ke teri aurat bhi modi ko like karti hei,0
#JusticeForAmir Amir k Jana se Na Nawaz Sharif na imran khan ko koi faraq parha Politics Parties sirf 2Insaano ko nhi 1Qaum ko Larhti hein,0
"Dekho ""Time"" ke pass bhi rukne ka time nahi hai #irony",1
Ha na triple talaq hota or na hi aj b dahej k karan aurato ka katl hota or na hi unke saat koi anaya hota sirf musalman ki hi aurte musibat,0
Muavja     1 aisa word hai  jo    neta apni dirty politics ke liye  use karte hai        mujhe aasa hai    yogi g  is bat ko  samjhege,0
Zameen per khuda ban ker chalney waley awam ki baat kartey hain. #Irony #PirPagara,1
"Jo ""triple Talaq""  n ""haram"" se mahilao ka utpeedan kare n jehad ko badhawa de n 72hoors ka sapna dekhe wo kuchh bol bhi sakta h kya?",0
"Agar aap #sarcasm ka use karke SMART banne ki koshish karte hai toh @AapChutiyeHain, kyunki aadhi janta ko woh samajh nahi aata. #SabChutiye",1
"@anjanaomkashyap aap #TripleTalaq k debate me CUT MULLA bol rahi thee. Iska matlab pata hai, agar ha to matlab bataye @asadowaisi",0
Vahi trend chal raha hai #tripletalaq,0
solrathu yaarunu paatha nirbhaya rape case ah vachu politics pana mundam,0
"@Bihar_BJP sirf politics bhuchal baitha ke rakh diye ho, janta ki jaan ja rhi hai politicians apna vote bank bana rhe hai srf.",0
#RapistRamRahim acharya chamod is more into politics then his moksha.bhagwan 10 jan path main baithe hai shayad,0
Cricket News: PcB Main Mujhe Dhika Diya Gaya Hai. Mujhe PcB Ka Aaeen Banane & Election Karwane K Liye Bheja Gaya Tha. Najam Setthi,0
After all debates on #TripleTalaq  ..Some time for Gurudwara .Shri  #GuruGranthSahib Prakash purab di vadhaiyanpic.twitter.com/62AJ5h0xzW,0
"Ab kya unke gunaah karne ka wait karte kya? Ki #tripletalaq de ya #gauhatya kare ya #riots Kare ya #isis join karte , justice delivered",0
Peshab tatti to suwar khate hai...aur usko maar k tm log khate ho...Porkistani!!! Waise peshab Tatti wali baat cricket me kaha se aa gyi!?,0
#TripleTalaq Kya congress ka Kapil sibbal supreme court mein Ram mandir ke liye bhe astha wali daleel ke saath Ram mandir ka  paksh rakhega?,0
Test cricket hi uska aasli game hain. Mujhe problem nahi Shehzad ko drop karnay se lekin Agar karna hain toh iss Shan ko bhi karo.,0
@CertifiedCrock i ment wafadar hone ke baad bhi kutta ek gali hai  lol #sarcasm,1
"@Vjuneesh Sach bataya par ladkiyaan samajhti hein, ladkon ki gaaliyaan de kar trendy ban rahin hein #irony :)",1
"log kya kahte hai kya nahi wo hakikat nahi hoti ,aaj hum sirf politics agende main ji rahe hai news wale or netao ki soch ko ji rahe hai",0
"Sirji, aap chutiyape kato..Politics ki tili banao aur daal lo apne.....Aap samajh hi Gaye honge",0
Muslim aaj #Eid Manaa rahy jo Bharat k Gunda Mard Bahu shadio waly Tharki wo Masjid me ja #TripleTalaq Law paass na hoony ki dua kar rahy.,0
Nhi cricket mai bhi siysat ko involve karege ye islye ye ghr mai sahe ha apny jese phele gatiye lafz istmal Kya thy isny @HamidMirPAK,0
Aaj kal politician politics Kam debates mein zyada hain. Koi bhi topic dedo agar ek ne acha bola to dusra uski burai nakalega hi nikalega.,0
@BJP4India politics is saamne se hum jaise Brahman se samarthan lo ar bhai banao...aur jab kam Nikal jae phir kaam shuru reservation ke liye,0
Agar positive hai toh negative bhi hoga.Aur yahi cheej ko politics balance karti hai.Koi kabhi bhi puri tarah desh ko apna yogdan nai dega,0
Madhar chod bollywood tere baap ka maal hai kya jo jisko jo man bolte rehta hai,0
Ye alliance kis k khilaf hai??  #MeraEkMasoomanaSawal #Change #Karachi #Politics #PPP #PTI #PSP #PMLN #PTI,0
Triple talaq upar thoda alokpat karenge,0
"Sadiyon se Hallala to aap log karwate ho apni Biwi aur behno ka, Sharma karo Hum to chahte hai ki Triple talaq, hallala polygamy band ho",0
SC sirf triple talaq k sunwayi tak seemit rah gya hai kya?,0
"Loha garam hai, mar do hatoda #TripleTalaq #UniformCivilCode #UCCNext",0
Kyun bhai  isme kya politics hai kal mantri batainge aaj maine bata diya,0
sahi se jaake padho. Instant Triple talaq ban hua hai naki Triple Talaq. Hamesha gadhe hi rahoge.,0
Bhai ye modi k bhakt ek no k chutiye h inhe bs har jagah apni politics nazar aa rai h,0
Jab todna tha tab to haar gaye. kreej ke bahar pair nikal gaya. ab kya bata rahe. itna phaaltu time nahi hai ki cricket dekhen bhaad me jaao,0
"Janab @sureshpprabhu good morning! Sarkar ho, kaam kar ke dikhao. Sapne to Bollywood bhi dikhata hai, woh bhi bade parde par. Kya samjhe? ;)",0
Bank par bharosa karke hum Laakho deposit karte he... Aur wo log ek pen ko bhi thread se baandh karke rakhte he.. #sarcasm @ScreenPatti,1
jabardast cricket virat bhai ne khela. aur mai dhoni bhai ko bhi sukriya dena chahunga jo lagatar 5 inings se nabad laut rahe h,0
Pehli baar ehsaas hua Ki BJP bhi Vote bnk ki politics krti hai.. Sach me aaj Mn Behad Dukhi hua.ydi icha-shakti hoti to Ye hinsa ni hoti,0
Sir agar vote bank ka politics hota to Parrott of modi to baba ko dosi hi nahi thahrata. Khattar ki galti hai ki situation handle nahi kiya.,0
Bollywood Agar Inki Help Karta Toh Shaayed Aaj Yeh Hamare Beech Hote..Magr Bahoot Dukhd Ki Kisi Ne Aage Aakar Inki Help Nehi KI...RIP,0
Aaj Sonia ne jatai  Chinta aur kal Pappu LALU aur Kejriwal Jayenge sahanubhuti jatane phir politics  zoor Legi bas Inka kaam hai yahe so???,0
"kaafiron' ko 'masjid' mein 'namaz' perhtay huaay maara gyaa..bohat khoob,mashallah! #irony",1
@LiveMirors #ViratKohli #Virushka #AnushkaSharma #INDvSL #lovebirds #couple #bollywood #Cricket #GoGreen  Virat-Anushka GoGreen in Srilankapic.twitter.com/feCVmL1RDz,0
"Ye bhai bhi bada ajib he, Khud hi poster lagata he, Khud hi use farzi batata he Ye he politics. Politics ke liye koi itna niche gir sakta h",0
Sir Lahore Bhi Pakistan mein ata hey aur Waisey Bhi laluu catta players aarahey hey aap Adher Bhi politics Kar rahey hoo,0
Apane muh miya mitthu...Sachhai chhup nahi sakati....Tera wahi haal hoga jo pahale tha...Out from Bihar politics....Hahaha...,0
"Desh ki mukh samasya 1,gaurakhsha 2,mandir nirman 3,love jihad 4,anti romeo 5,ghar wapsi And 6, triple talaq Baki bagho me bahar hai",0
Chalo kuch accha hua. Triple talaq ban ho gya. Ab koi ye batayega ki Dahej ke liye maari jaane wali auraton ka kya ???,0
Politics field ke JANAK CHANAKYA agar Na hotey toh yeh BHARATVARSH aaj kisi GREEK country kaa hisssa hotaa.... to be contd.....,0
"Bhai yeh toh kal apni behn ko talaq dene wala thha, aur aj supreme court ne triple talaq ka triple mazaq banake rakh diya, mirchi lagi bhai",0
Agar yahi chlta rha...to #BOLLYWOOD Ka future khatre mein hai,0
@Sir Ajinkya Rahane.... Khamoosh apna cricket khel ulte Bayan bazi mat kar chuthiye,0
"Koi mai ka laal kisi ko do waqt ki roti nahi dila sakta, kyun ki roti dilane waala woh malik hai #Coolie #Bollywood pic.twitter.com/OG3g3BFnwF",0
Sunne me aaya h ki #Modi humare paale #Terrorist ko chun chun ke maar raha h  Aisa hi chalta raha to hum politics kaise karenge  @OfficeOfRGpic.twitter.com/WDtT6bgRcZ,0
Hindu baheno par julam bardas nahi hoga @TripleTalaq Hindu daram par lago hoga hamari Hindu baheno ki soraksa ke liye,0
abhi Triple Talaq pe ban hua hai abb naqab be ban hoga,0
Politics ki bat nahi par Abhi hm logo ne BJP Ko laya hai viswas k sath agr ye bhi aise Rahe to kya difference rhega.fir to Desh aise rhega.,0
"Abhi yogi ji izzat bachane me lage hai, jab phir election ayega to phir triple talaq pe baat hoti.",0
Ye sab politics hai congress ke time per cause chal raha tha but sunvayi nhi hui bjp aaye hue 3 years ho gaye saja ab hui ye bhi raaz khule,0
@MLK ki punchkula ki safalta ko dekhte huye defence minister banana chahiye @PMOIndia @narendramodi #Sarcasm,1
"And it's all politics against diljit,, ajay ki baadshaho ko reject kiya Tha diljit ne,, iliyana baadshaho me bhi h",0
Sala shachi maharaj papi hai sakal dekho sale ki chor aur gunda lagta hai mujhe nahi lagta hai isko ye politics me kyu aya....,0
Haha iske bolne se Kya hota h. Triple talaq hataya na,0
"Mother: beta, 5 min. Aur so jati to raat hi ho jati na.. 5 min. Ke liye kyu uth gayi.. . #sarcasm",1
#VeeruPanti modi ji ki man ki baat or veeru paji ki cricket ki baat bhulae ni bhula skte  @virendersehwag,0
Your welcome Mam Bhayya Aur bhabhi dono ko cricket me aur khel me bahut interest hai I hope ki aage isse behtar suvidha denge,0
Kuch tu sharam karo aur apni ghandi politics ko apne ghar tak rakho Aaj k AZeem Din per b apni dokandari chamka rahe ho,0
#NewProfilePic #SRK #SRK hators ko Goli Maro aa Gaya Hai #Raees #Bollywood mein Miya Bhai Ka Raaj Chlega!!!  King_of_SRK pic.twitter.com/k8Zn0zC8SO,0
"Ji bilkul, abhi to apne athawale saab to army me aur cricket me bhi aarakshan maang rahe the. War ke time sabse age aarakshan wale honge.",0
Dehshat gard tanzeem k log bhi ab politics karengay. Vote nahi diya to bomb mar dengay. U kno hafiz saed ki party. #NA120,0
China cricket kyu nhi khelta?? Kyu k Technical problem hai Sab k face 1 jaise hote hai jo out ho jaye woh muh dho k phir se a sakta hai,0
"Kisi ko bhi maarna is desh main aam ho gya hai, Bollywood bhi iske liye jimmedar hai, Jo dikhaoge wahi toh hota hai fir, Logon ko Conti....",0
Achcha hua - tum achcha khasa page ko humour se badal kar politics karne lage - bhagwan ne chaha to jaldi pele jaoge,0
@RajkumarHirani Sir ek movie triple talaq par bhi banaye please,0
Poor batting by Pakistan team. 330 bhi nahi bana paye. #IndvsPak #AsiaCup #Sarcasm,0
Sharad Pawar ke mentors ne bhi yahi kaha tha. Bahut Accha Politics karte ho.. BCCI sambhaloge ),0
Rapist baba ke liye bhi kuch bol dijiye PM sahab.  Ya bas vote bank politics hi karte rahiyega. #RamRahimVerdict,0
Politicians Politics Kaise Karenge Bhut Mehnat Lagti h Logo ko Jhute Sapne Dikhne Me Aur Satta Me A ke Bahana Banane Me!!!,0
Modi n yogi isliye kaha tha TRIPLE TALAQ ke  peechein mat pado AAJ PURE BHARAT KO TROPHY SE DIVORCED KARA DIYA nowhat s upp na email BALL se,0
Ye h bikaau politics..kuch vote k liye kuch bhi kr sekti h,0
@BadnaamShaayar agar ye baat Gujarat Wale baba ne kahi hoti to hum sab unki badhai kar rahe hote aur akalmandi ki tareef karte hote #irony,1
HinKhoj Word of the Day- Guffaw #hindi #English #word #Translation @BareillyKiBarfi @kritisanon @ayushmannk @RajkummarRao #Bollywood #filmpic.twitter.com/tmaahRC9D2,0
A1)- Hawa Hawa  A2)- Chalti hai kya nau se bara   A3)-  Kala Chashma   #Magzine #KaunsaGaana #Bollywood,0
