Sentence,Tag
India ki hone wali Mummyiyo se anurodh hai.. Ek do Dale Steyn jaise bete paida kare,1
Jaage ho toh zinda ho tum.,1
Anurag Kashyap's Mahabharat - Nawazuddin Siddique as Arjun killing Duryodhan within first 5 mins of the movie with his gaalis.,1
"Rohit's dad:""Potential bahut hai isme. Bas mann ka thoda chanchal hai. Bahar jati gend chhed deta hai. Concentration is needed""",1
Behnchod ye Afridi khata kya hai ? Same to same haipic.twitter.com/0MtYwt9Pex,0
Shikhar Dhawan ab tak tik kaise gaya us par research hona chahiye.,1
5 - 5 karke tamatar phenkopic.twitter.com/a55ucfBgZk,1
KASHMIR HAMARA HAI.,0
Haan bhai SRK samaj gaye.. Teri picture nahi dekhengepic.twitter.com/bDUhLY2FAr,0
Chyamaila Hou de kharcha #Gudipadwapic.twitter.com/nNKEg1O7Ek,0
"#OldMonkWhen
Saathiya ye tune kya kiya?",1
"Mujhe Chahiye Swaraj!
.
.
.
aur badi Gaadi aur Bangla aur Security aur Power aur..",1
"Baba Rohit Ram Rahim Rahim Singh Sharmaji Insan 
#IndvsAus",0
Beef khane ke liye Pakistan jaane se pehle zomato par rating zarur dekh lena,1
"Dil mein apne Monday ka darr lekar jaage ho, toh zinda ho tum.",1
TL par khushi ki lehar daud gayee.. Gayle ke jaate hi,0
"Hi bhai @BarackObama, aate huye ek iPhone6 64GB gold lete aana, aur duty free se ek aad black label bhi pakad lena. Thanks!",1
Meri @aanchalator ke saath date hai #BunkOfficeExcuseForSemiFinal,1
Be someone's 'yaar chal chai sutta maar ke aate hai',0
"pic1: Gandhi ji in a village.
pic2: Gandhi ji at IIFA.pic.twitter.com/fHwTfPPy9J",0
"Sir, @ArvindKejriwal @ashutosh83B @DrKumarVishwas ek nazar",0
Waah @BDUTT block kar diya.. Sach sun nahi sakte.. Aaye hai journalist banne..,0
iPhone ke EMI se to Home loan ka EMI kam hota hai.,0
Add Dinesh Karthik to the list.,0
.@sagarikaghose aap udaas kyu ho?? Saare samose @nitin_gadkari ji kha gaye kya ??,1
"""Name?""
""Naam gum jayega..""
""Photographs?""
""Chehra ye badal jayega..""
""Ok, any ID card?""
""Meri awaz hi pehchan hai meri..""",1
Mumbai aahe. Mumbaich rahnar. #BombayWalyanniAaiGhala,0
Khada hone mein problem ho rahi ho toh ye lopic.twitter.com/HRDR14K6lh,1
"Ham samjhenge nahi bhai Farhan, aaj to tu sach me pagal hai !",0
"Woh kare pratighaat 
Hum kare sirf man ki baat #SoniaAmmaKeAageModiNikamma",1
Kya aap ke toothpaste mein maggi masala hai?,0
"Friend1: ""Abe bhenchod sun..""
Friend2: ""Saima ke pet me koi baat reyti hi nahi.. sab bol deti hai..""

#TweetLikeAPakistani",0
Sarfaraz ne aaj bhi dhokha nahi diya jaggu.,1
"Aarambh hai prachand bol maston ke jhund,
Aaj Jung ki ghadi ki tum guhaar do
#IndvsBan",1
"Aamcha mulga gorment jwob la aahe, tumchi mulgi kaay karte? #MiMarathi",0
Kuch log India se bahar jate hi tweet mein location on kar dete hain.,0
"Jageera: Mere mann ko bhaaya main kutta kaat ke khaya
Dharam Paji: Bhai mujhe sirf khoon de dena peene ke liye.",1
"Basically, Vaan Gaal bhencho haraami ki aulaad.",1
.@pahaadii lulz.. Dekh lo kitna shatir hai.. DM aur WA ke screenshots lekar rakhta hai.. Aise logo se bachke raho @indiantweeter,0
"Pyar karne wale kabhi darte nahi, par ladte jarur hai.",0
Ek favorite ka kya bhav chal raha hai aajkal?,0
Ye Saif Ali Khan Kareena kapoor ko bhi aise hi bore karta hoga ? Poor Bebo !,0
Prem Ratan Ghar Jaayo #SalmanVerdict,1
.@iamGunjanGrunge ye bhi hard working haipic.twitter.com/AxrqGUVPam,0
Jhatka or halaal?pic.twitter.com/JG9kTBLiN0,0
Sanju Samson is the brand ambassador for Hindu Christian bhai bhai.,1
"Chhota Rajan Brought to delhi.
CR ko apni mitti ki khushboo pasand aayi.
CR ke daal mein namak kam. 
CR ab bada ho gaya hai. #IndianMedia",1
"RT if hai ishq samundar dil de andar, ishq samundar dil de.",0
Pehele wo jeene nahi deti thi.. Ab uski yaadein jeene nahi deti..,0
Shikhar De Villiers Dhawan. #IndvsSA,0
Ek main aur ek two = 4,1
Ab kisi ne bhi mere pe joke banaya to..pic.twitter.com/9m12zahD8j,0
.@ShirishKunder bhai jitni akal tweet me lagata hai utni films me bhi laga liya kar.. Kya pata 1-2 hit hi ho jaye isi chakkar me,0
"Kamran: meri Umar Umar se bhi kam hai
Umar: hahahaha
Kamran:  behncho joke pakad leta hai.. Catch nahi..",1
#LaluMuktBihar is like Fafoond Mukt Anchaar,1
Shikaari (Troller) khud yaha shikaar (troll) ho gaya.. Na jaanu mein.. Na jaane tu.. @UnSubtleDesipic.twitter.com/1qAza7m87E,1
Ye Dhoni to pandya ko leke emotional ho raha hai !!,1
Yeh NDTV wale sab chutiya hi hote hai kya?,0
Subeh ka resignation agar koi shaam ko wapas le le toh usko Twitter par trended bolte hain..,1
Hahahahaha ab to gaali dene ka mann bhi nahi kar raha. Hasi aa rahi hai chutiyo pe ,1
Modi selfie le to bhi problem ho jaata hai in gaandu logo ko.,0
"""Viru: Yaad hai jab 2003 me aapke over me Sachin ne 20 runs maare the
Shoaib: Aapko mera kuch acha bhi yaad hai"" ROFLCOPTER #IndvsAus",1
".@snapdeal bhai tumhare brand ambassador ka khud ka brand kharab ho gaya hai, throw him away.",0
"Kejri: Mujhe chahiye Swaraj!
Ashutosh: Sir mahilaon ka vote paane ke liye modify karte hain ""Mujhe chahiye Swa-simran""",1
Once Amir Khan cancelled shooting a Satyamev Jayate episode because lakh koshishon ke baad bhi us din aankhon me aansoo aa hi nahi rahe the,0
"Koi na, ye chutye hai.",0
"cc @aanchalator 

RT @mahnoor KAALA JAADOO KAR KAR K HI INDIANS YAHAN TAK POHONCHAY HAIN.",1
30 din se continuously swimming pool ja raha hoon. Aur in ladkiyon ne ek bhi din chhutti nahi ki. Kal se band karna padega. ,0
"Sisodia: ""Bhai #AAPrilFoolsDay trending on top""
Kejriwal: ""In chutiyo AAPtards se ek kaam theek se nahi hota..""pic.twitter.com/9l87Hb3Q7t",1
"Jo Apni party ka naam theek se nahi likh sakte, woh kanoon kya likhenge?pic.twitter.com/H5T3T3qMar",0
"Modi ji thinking ""Ye election jeetne ka kaun sa tareeka hai bhai.."" #YoNitishSoTantrikpic.twitter.com/vxxTRZvRHD",0
Chicken ki koi ideology nahi hoti. Log uska left wing bhi khate hain aur right bhi.,0
Never forget these words; Bhaad mein jaaye duniya,0
Koi nahi. Paanch Lakh aur bhej denge,0
"Hello IT? Yaar computer hang hogaya hai. Restart bhi nahi ho raha
IT: Ek baar restart kar ke dekh lo.",0
Bhai aur Saheliyo! Ye retirement wale sare tweets world cup tak draft me daal lo. Baad me kar lena jitne karne hain. Yahi team rehni hai!,1
"Baap, baap hota hai. #Schweinsteiger",0
Unke bhakt maante hai unme.. Vishwas hai.. Tumhari gaand me kyu cigarette jal rahi hai.. Live and let live,1
"Jab kutte ki maut aati hai to woh kaha bhaagta hai....

#NitishKaAgentPratyayaAmrit",1
"""Bhenchod jaldi karo jo bhi karna hai, subah Monday hai, aaj jaldi sona hai"" - MS Dhoni when he came to bat #AsiaCupT20Final",1
Chhu ke bhag kachraaa chhu ke bhaaag.,0
.@NilimDutta bhai tu jail se kab aaya ?,0
Is Prince madarchod ko koi to choose karo.,0
.@Stupidosaur @Johnny_Unchain @Vidyut so jaa bhai,0
.@HasibaAmin Justice to theek hai aap Rahul Baba ko naya speech writer kab dilwaenge.. Har baar ek hi dialogue 'Suit boot ki sarkaar' LOL,1
"Naari Shakti.

@Shakti_Shettypic.twitter.com/rKt35eq4zV",0
Gay marriage me vidaai ke baad pati-pati kis pati ke ghar jaenge ?? #LoveWins,1
Kya aap ki zindagi mein jhand hai?,0
Shivaji Park kids > Mumbai Indians.,1
Pehle gareebon par gaadi chadhai ab ilzam bhi ek ghareeb par lagega.,0
Sab haraami hai saalepic.twitter.com/TvDX2LWops,1
BC Rahul 56 din se yehi speech ka ratta maar raha tha,1
Lagta hai superover main bhi tie padegi.,0
"Dil ki baaton ko DM mein nahi likhte, ye fasana toh date par bayaan hota hai",1
Bas karo bhosdi walo sab ek hi photo share karoge kya?,1
Savdhan India me ab tak Salman ka case nahi aaya. #legend,0
Subah subah Bipasha Basu ki photo dekhi.. Bande ki kya body hai..,0
Salman Khan munni ko isiliye Pakistan bhej aaye kyunki usne Modi ji ko criticise kiya tha,1
"Aisa mat bol bhai.. India bhi WC apne hi desh me jeeti thi

RT @NaughtyDew_: Australia, Apna Gaali Mein Kutta Bhi Sher Hota Hai",0
Kya kismat hai logo ki ghar baithe match dekh rahe hai.. Hamari poori company me ek TV bhi nahi hai..,0
"Sirf pair hi nahi, poora Bangladesh hawa mein hain. #IndvsBan",0
Nitish ji sambhal jaaye.. Nahi to.. #GoonsOfNitishKumarpic.twitter.com/1MNdhYE4AW,1
.@AakritiKochar cute lag rahi ho,0
"""Meri hai par kabhi kabhi Papa bhi chalaa lete hai.."" - Jr. AB ",1
"Things blamed for rapes in India:
- Manchurian
- Condom Ads
- Ladki ne ""bhaiyya mujhe jaane do"" nahi bola
- Santoor Mom
- Falooda",1
"""Nitish jitna tu gira hai.. Utni to mein bhi nahi giri"" #GoonsOfNitishKumarpic.twitter.com/PI6vxD96ZH",1
"Jiyenge marenge desh ke liye.
#WaitingForMSG",1
"Potty pe baitha toh ek khayal aaya
Zindagi poop, ghana sa tatti laya",1
Chittiyan kalaiyan ve pehna de mujhe hari hari chudiyan ve,0
"That shit from Yuvraj had ""BHAK TERI MAA KI"" written all over it.
#IndvsPak",0
YEH AAM AADMI KI JEET HAI MITRON,0
In chutiyo ko aadhar card kyu dete ho?,0
Kutton itna TV shows dekhne ka time kahan se milta hai,1
"""Inko ek aur over dekar thoda pressure se halka kar diya jaaye"" ~ Kapil Dev doing commentary from outside Sulabh Suachalay",0
"Kuch bhi karo bas gaan* mat maaro Pak ki, cricket hai porn nahi.",0
Paise lekar #JumlaBabu trend karne walo.. Yaad rakhna upar jaake bhagwaan ko jawaab bhi dena padega iska,1
"""Kya kaha.. Tum achche din bhi banate ho.. 2 lakh ka order le lo.. par unpe Made In India likhna..""pic.twitter.com/aktAI92J7r",1
They should ask Rekha to say ''Ravivaar ki raat Amitabh ke saath.'',1
"Kya tumne kabhi kisise pyar kiya, aur usme tumhe chutya kiya?",1
"Tweet tweet kar pada, ungliyon par RT aur Like ka chhaala
Ladkiyon ke DM ke wait ne poori jawaani barbaad kar daala
Saari umr ham mar mar...",1
"""Baccha samajh ke kandhe pe bithaya to kaan mein mut-ta hai?"" by @MANJULtoons #Superlativepic.twitter.com/YIO6tVTtBK",1
"Airtel ka 4G network kam, farji network zyaada hai.",1
Aisa kya paap kiya hai maine milord? RT nahi milti?,0
Bandra ke aage aata Khar #BadliyeSarkarBadliyeBihar,0
"Kisi ko gaali dne ka man kare to Tata Sky ya Vodafone ko de do, un logo ko aadat pad gai hai.",1
What yaar nehra ji bhosdi ke !!,0
Sankashti is the mini sunburn of Maharashtra.,1
"'Kangana tera ni, saanu kariye ishaare' - Hrithik Roshan to Aditya Pancholi",1
"*After Elections*
Kejri: Hum 50000 vote se haar gaye..Pata karo
Sisodia: Sir,twitter wale vote karne nahi gaye
K: Kyu?
S: Trend kar rahe the",1
"Saale Hindi bhi theek se likh nahi sakte, English to ghanta aata hoga in logo ko.",1
"Ek chamat maaru, khaoge?",1
"Mujhe apne aakho se jaam pila do?
Bhai aankhein hai ya saucer?",0
"Ye naya bhikari kaun hai @KaminaPun ? Attention lene aa gaya

@witchybitchygal @drmalvika6",0
"#TweetLikeGareebGuy
@twinitisha Have I started looking like I'm starving? Roz mere liye koi na koi kuchh naa kuchh lataa hai khane ke liye!",1
Bohot zor se gaali aa rahi hai.. Jaldi se koi kuch chutiyaapa karo..,1
"Har kisiko, nahi milta, Yahan pyaar, zindagi meinpic.twitter.com/533TNu7yBF",1
Maan gaye Dilli Univ walo ko.. AAP ke rock concert me maze bhi le liye aur vote ABVP walo ko de aaye ,1
.@BDUTT Didi oopar se orders aa gaye kya?,0
"He: I love you. 
She: Abhi nahi. Abhi mujhe career banana hai. 
*After 5 yrs*
He: Wassup? 
She: Kuch nahi. Chintu ko diaper pehna rahi hoon.",1
"Subah se bechare Muslims apne dharm ko defend kar rahe hai

Chill maro bey..Kitna bhi try karo..Kutte ki pooch kabhi seedhi nahi ho sakti ",1
"*Bangalore*
Me: Kadugodi hoskote?
Driver: Karudogi hoskote?
Me: Karudogi hoskote Melam Katti
Adradra Nakku Mukka Nakku Mukka",1
BARDAASHT NAHI KAR SAKTA AB DURR NAHI REH SAKTA EK DIN... TERE BIN. AYEE AA OOO  #HIMESHISGOD,1
Scared that gharwalo ke saamne muh se 'bhencho' na nikal jaaye,1
Bhai @Alllahdin tu @SrBachchan se lamba hai!,0
"Song: Bhar de jholi meri..Yaa Mohammed

Dedicated to
@MeetUunngLee @BabaBenarasi @dhaval241086 @UnSubtleDesi @Sharanyashettyy @BabaBenarasi",0
Ye baat yaad rakhe aur apne Kaptaan Dhoni pe bharose rakhe,0
Aur thoda cultural items ka program rakh lo aur 3-4 overs aur kam kar dena,0
"Waise Akshay Kumar ko Special 26, OMG, Holiday, Baby aur aane wali Airlift ke liye Brothers aur aane wali Singh is Bling already maaf hain!",1
Aapka vodafone mobile phone abhi active hai akhandit seva ka laabh uthaane ke liye krupya airtel ke paas chale jaayein.,1
.@ArvindKejriwal Sir purane tweet delete kar diya karo. Badi bedard hai ye Twitter ki duniya.,1
"""ODI bol kar T20 dikha diya.. Yehi to scam hai ji.. Hum CBI jaanch ki maang karte hai.. Sab mile hue hai.."" ~ You know who 

#NZvENG",1
"Kitne Bangladeshi bowlers ko thokoge, har Kolkata ke ghar se ek bangladeshi bowler niklega",1
.@JhaSanjay ek baat to aapko maan ni padegi sir. Modi ji nahi hote to aaj aapke paas koi kaam nahi hota aur ghar chalana mushkil ho jata.,1
Joke pehle twitter pe padho..Phir fb par jab aapka bhai use taap ke chipkaye..like karo..Phir WA par chachaji bheje to bhejo #SuchIsLife,1
Bhai @ImRo45 kisne bola tha hero banne ke liye. Kabhi match ki seriousness bhi dekh liya kar !!,0
Kejriwal ke sur pichhli baar se bhi zyada hile hue hain.,0
Agar tum mil jao ___________ chhod denge hum,0
"Modi: Tumhare desh me bhi Roma Bloodshot jaise log hai

N: Pak me sirf aatankwadi hai aur woh itne gire hue nahi haipic.twitter.com/A8a82OEZvk",1
CID ke kitne episodes hai be? 24*7 aati hai fir bhi jab dekho naya episode. how?,1
FTII ka ek bhi buddha aaya #MarchForIndia me ya sab phoonk ke so rahe hai ?,0
"English - Masturbarion
Hindi - Kalaiyon ke sahare mod liya. #IndvsNZ",1
"Bade achhe lagte hai, ye dhoni, ye nehra, ye raina aur tum...
#IndvsWI #LoveYouTeamIndia",0
"Aamir Khan: Ayye, kya bolti tu??
Marathi Woman: Nigh ikadna aai ghaalya

#MiMarathi",1
Nitish ji sarkaar nahi.. Agents ko chala rahe hai #NitishKaAgentPratyayaAmrit,1
UAE tum mujh se baat karti ho.,0
Jab parliament hi nahi chalti to desh kya ghanta chalega!,1
"Bihar mein Jungle Raj 2 release hogi ya nahi, jaanane ke liye dekhte rahiye aaj tak.",1
"Wo Hindu ho kar bhi Hinduon ko barbad karta hai, Adarsh Liberal ka koi dharam nahi hota.",0
"""Bhaiya ek Malai chicken kofta lana"" #DrunkDialogue",1
Yahan logon ka bachhon ke baap banne par tharakpan nahi jaata aur singles ke relationships par comment karte hai. #Tweetiyappa,1
"Yeh Airtel wale 4G ki baat kar rahe hai, yahan Vodafone pe 3G bhi nahi aata.",1
"I love Starbucks ya.
Haan kalmuhi, tere baap ne jo paise kamaye rakhe hai tere liye.",1
Jallikattu Bulls kya ban kar diya Share market ke Bulls bhi gayab ho gaye,1
".@eeshatweets Isha Koppikar, Isha Pastekar",1
"Nafrat ki aag ko mohabbat ke paani se bhujao.
#Emo",0
"Mom forcing me to eat tinde ki sabzi, asked her if issi din ke liye mujhe paal pos kar bada kiya tha?! #TakeItEasyUrvashi",1
Bachche bade ho gaye hai.. Parthiv nahi.. ;),1
"Thoda Green Tea lekar usko apni gaand mein daal do, shayad charbi kam hojaaye.",1
"Kutta agar maidaan mein aaya toh ball se hi marega - Abhijeet
#DDvsKKR",1
.@ANI_news bhai thode achche camere khareed lo,0
Dangal ke review dene par Kejriwal ji ko apne paas kheech kar zabardasti hug karenge Aamir Khan.,1
"Kutta agar Vodafone ka ambassador hoga, toh network kutte ki tarah hi hogi - Abhijeet",1
Betichod ye wohi Aamir khan hai jo itni tight jeans pehenta hai ki iska dharm dikhta hai ,1
Jaa Simran jaa.. Paav kilo dhaniya lekar aa.,1
"Gali gali mein shor hai, Bharti Mittal chor hai. ",1
2 + 2 kitne hote hain?pic.twitter.com/dn8qdQXN70,1
Modi ji abhi vividh bharti par dard bhare naghme sun rahe honge. Ye kya hua.. kaise hua..,1
Naa saaf na safai.. Bas har jagah gandagi aur netagiri #NitishKaNakliVikaspic.twitter.com/85ktVefQvO,1
I like Aarti kyu ki wo prasad deti hai.,1
"Women can crib on things like bhaiyya ye shakkar bahot zyada meethi hai, koi aur quality dikhao.",1
.@RanaAyyub Bharat Mata ki Jai,0
Dil cheez kya hai aap meri lijiye.,0
"Chachi ji @taslimanasreen ye aap ki jawani ki photo hai, abhi aap 52 ki ho gayi ho.",0
UTAAR KAR PHENK DO YEH VARDI AUR PEHEN LO BALWANT RAI KA UNDERWEAR APNE MUH PE,1
Adam Milne be like 'Daawat ke liye bulaya tha kuch khaana hi nahi bacha',1
Match haar gaye.. Koi baat nahi.. Lo chai piyopic.twitter.com/3z9nrfMvf2,1
"Unchhi dukaan pheeka pakwaan, khadad ki langoti, chaandi ka pikwaan. Sau mein se assi beimaan. Phir bhi mera desh mahaan - Sri Sri Nana",1
Koi bees rupay ki neend de do,1
Aamir Khan ki celebrity-ship jhaant barabar hai.. Dinbhar se joke mana rahe hai ek bhi fan nahi aaya troll karne..,1
Kis kisne mute kiya hai aaj? Pls unmute.,0
Doobte ko ad hominem ka sahara,0
"Andheri raaton mein sumsaan TL par, har aafat failaane ko, ek messiah nikalta hai, jisse log @Stupidosaur kehte hai",1
Yeh thoda zyada ho gayapic.twitter.com/40uzRGxP1R,0
Bumrah ki gende gumrah...chak de phatte brrruuuaah - Sidhu #RCBvsMI #4Wides,1
Sannu Ki?,0
"Salman Bhai Salman Bhai karte ho saalon, Katrina bhabhi par hilaate waqt sharam nahi aayi?",1
"""Kohli ki 100 ho gayi kya?""pic.twitter.com/b4TcI3MBiy",1
.@ArvindKejriwal Woh phantom ka review nahi aaya abhi tak....zara dekh lijiye.,1
Ye zyada ho gaya.. BC its a blog not Abhishek Bachchanpic.twitter.com/BOR7zfBI4a,0
"Roger 'Arbaaz Khan Ka Bichda Hua Judwa Bhai' Federer

#CelebMiddleNames",1
"""Hum do, humare do"" for Indrani Mukherjee is ""Hum pata nahi kitne, humare pata nahi kitne"".",1
"LOL. Dildo ??

RT @TweetErrant: India match bhi jeetega aur dildo bhi.",1
"*Titanic hits iceberg*
Kapil Dev: Aaha, kya maara hai, behtareen hit",1
.@sonamakapoor Suno na sangmarmar ki ye minare.. Kuch bhi nahi hai........,0
Sab kusoor tumhari aankhon ka hai,1
"Yaar tera superstar, kare gaanon ka balatkaar.",0
"""Yeh ghumna firna toh theek hai lekin future ke baare main kya socha hai?""pic.twitter.com/iJmnbGbLdG",0
"Boss ki wife ko, hathi ki size ko aur Nehra ji ki advice ko saara desh salam karta hai. 

~ Sehwag ",1
".@LalitKModi Maza nahi aya, aur kuch bolo sir",0
Obama ki bidai kab hai?,1
"Saiyaaannn Saiyaaaan... Tu jo chhu le pyar se, aaram se chadh jau.",0
Ab to Shikhar Dhawan ka form bhi aa gaya. Sonam Kapoor ke kab aayenge ??,1
Sab pyar ke bhooke hai.,0
Koi Sambit Patra ko tag kar do. TV debates mein useful rahega.,1
Aur haan jo gaali sunke unfollow kare aaj.. Shahid Afridi ke saath saath Tumhari bhi maa ka bhosda,1
"Bhai, ek large peg of tel lene gayi saali please.",1
"Rahul Gandhi:
2011: Doraemon, Doraemon
2012: Chota Bheem, Chota Bheem
2013: Shin Chan, Shin Chan 
2014: Nobita, Nobita
2015: Farmer, Farmer",1
Karishma Kapoor ne raja hindustani mein itni jor se acting ki hai ke bas.,1
Aaramb hai prachand bol mastakon ke jhund Aaj jung ki ghadi ki tum guhar do Aanban shan ya ki jan ka ho dan aaj Ik dhnush ke baan pe utar do,0
Be someone's bhai patakha thode durr jaa ke bajaa,0
Delhi me paani nahi aa raha. Arvind Kejriwal ko vote kiya tha shayad isiliye Modi sir badla le rahe hai.,1
Ab yeh kaun bol raha hai ki Rana Ayyub aur KRK ek hi hai?,0
Vodafone users 3G network milne pe aise khush hote hai jaise bhagwan mil gaye ho.,1
Pyaar hume kis mod pe le aaya..pic.twitter.com/oCr4yK8Cts,1
Ek do din gayab ho ke 'Nobody missed me' tweets karte ho to aapko koi ghanta miss nahi karega.,1
Bhenchod Akmal ek to bus conductor jaisi shakal leke khelne aa jata hai aur upar se out hone par jata bhi nahi hai. Bhag bhenchod.,1
Achche din #AurDikhao ??pic.twitter.com/z27CKh9clW,0
"'Aur dikhao, aur dikhao' 

~ Me, watching porn",1
Bhai Raina ne tattay bachane ke chakkar me chhakka maar diya ,1
"Dono families puri ki puri yaha hain Ranveer-Deepika, shaadi kar lo mandap accha laga hua hai free me kaam ho jayega.",1
Pakistan can't get over with these K words. Pehle Kashmir hi tha ab Kohli bhi ad ho gaya.,1
Pakistan wale Hindi likhte hai to lagta hai jaise Chinese likh rahe hai.,1
"Yerwada to Sanjay Dutt is like lonavala to Mumbaikar's, mood aaya chale gaye.",1
Broke on Gandhi jayanti.,0
"Commentator: Dabav banaye rakhna hoga

Bowler: batsman ke upar ja ke baith jaye kya?",1
"Sec66A ho ya na ho, Kejriwal to gaaliyan hi khayega! #Sec66A",1
Be someone's 'phone kyu busy tha tumhara.. Kisse baate chod rahi thi',0
Jai Bajrang Bali.. Tod do @iamGunjanGrunge ki nali,0
"Mujhe tumhari aankho se peene do,  waise bhi daaru ke liye paise nahi hai.",0
#Ask1D acche din kab aayenge?,0
Rahul Gandhi without Kajal.pic.twitter.com/Eba5bl3W2f,0
"Sukh bhare din beete re bhaiya, Babadook aayo re",1
"Ab apne sapnon ka ghar book karein sirf Rs.2 lakh mein, aur zindagi bhar bank ke loan bharte bharte marr jaaye. Book karein aaj hi!",1
"Shoaib Malik: ""Misbah ne chauka maara hai toh aap soch sakte hain kitni buri gend hogi"" ",1
Bhai ko saza ho gayi to Bajrangi Bhaijaan puri kaise hogi. Court should think from this angle also.,1
Subah subah kis tarah ke chutiye emo karte hai!,1
.@MANJULtoons 1-2 hashtag kam reh gaye.. Wo bhi laga daal,0
"Balle balle chak de phatte nap de Gilli, Uddan chhu chhu main chidiya firangi, balam tu tu tu tu desi mosambi",1
Aaj aakhir ye AAPtards hai kaha? Kis gutter me muh chupayee baithe hai ?,0
Kal FF chahiye to aaj pay kar dena.,0
Chutiyap macha rakha hai twitter parpic.twitter.com/mFGKaGKeNH,0
Sir @ArvindKejriwal AAPki Pakistan team badiya khel rahi hai.. Badhai,0
Itna kharcha karne ke baad bhi election ke din khaane ka time ya khana nahi milta. ,1
Logon ko achhi tweet se allergy hai.,0
Tu hi woh chutiya hai na jisko PM banna tha?pic.twitter.com/60Xw0uWzvn,1
Zimbabwe Pakistan ko masalte hue #PakVsZimpic.twitter.com/ihtiXBqpmd,1
"Himesh: Mujhe tere ghar mein roti chahiye
Goan Boy: I want paav sir",1
.@ashutosh83B bas kar bey mazaak karnapic.twitter.com/1eizEeN2gX,0
FSSAI wale agar Ashutosh ke brain ki biopsy karen to usme Maggi se zyada lead milegi.,1
". @JhaSanjay Sir, sahi hai na?",0
Contests to aise khel rahe hai jaise aaj raat ka khana wo log hi dene wale hai.,1
"""Endiya wale chutiye hai par philme ek number banate hai.. ""

#TweetLikeAPakistani",0
Arvind Kejriwal is Ichchadhari Nag.,1
PR karne wale kabhi darte nahi.,0
Subha ka bhula agar sham ko wapas ghar aa jaye then we must thank GPS technology,1
Agar papa ne paise chhode hote bahot saare toh aaj twitter par na hote,1
"AAPtards are telling Jethmalani wont take a penny for this case

Bhai Jethmalani free me apni biwi ka case bhi na lade ",1
"""Achcha naha mat.. brush to kar le..""",0
So jao bhosdiko.. Kal monday ka manhoos muh dekhna hai,0
.@MehrTarar bhabhi ji sahi kaha aapne,0
Kya hoga is desh ka!,0
Aaj Indrani ka kitne naye patiyo ka pata chala.. Koi update karega?,1
Ek bhi tweet nahi kiya.. Phir bhi 2 din se troll kar rahe hai log mujhepic.twitter.com/StYNClFVg6,0
Maam @priyankac19 aap apna dimaag bank locker me mat rakha karo.. Weekend pe bank band rehta hai.. Ab Monday subah hi milega,1
Shikhar Dhawan.. World Cup ke liye kuch bacha le bhai..,0
"Modi ji in China, ""Mitron, main chai ke saath saath chow-mein aur kabhi kabhi chilli-potato bhi bechta tha"".",1
Ek to iss Arun Lal ka muh band karwao koi.. Bakchod hai saal,1
"""Hum bane tum bane ek duje ke liye""
Kya bane?
""CHUTYA""",0
"Mumbai Indians agar kutte jaisa khelegi toh kutte jaisa hi haaregi - Abhijeet 
#CSKvMI",1
"Tum log to aise baat kar rahe ho jaise tum log office jaake kaam kerte ho. Saalo, poora din to Twitter par hote ho.",1
"Woh toilet banatw reh gaye
Doosre unpe moot ke chale gaye",1
"King Abdullah had 30 wives, it's like 'Khud ki shaadi mein Abdullah deewana'.",1
Ye hai BC so called Aam Aadmi ki sachchai..pic.twitter.com/nccIGolUKX,0
Wo sab to theek hai par Arya Stark itni badi kaise ho gayi?,0
"Dilli sarkar ne beef par ban laga rakha hai, yahi rule jab Dilli police follow kar rahi hai to Kejriwal ke guptangon mein jalan ho rahi hai.",0
Batman strepsils kyun nahi khata?,1
Matlab log kuch bhi rt karenge?,0
Umesh Yadav Anushka ko impress karte hue,1
"Chara chor, chindi chor aur Mrs Maili
Sab aaj Bihar me kar rahe #Apmanrallypic.twitter.com/MV0df7PMPu",0
"She: Baadlon mein chhup raha hai chaand kyu?
He: Dimaag mat kha sone de.
#HeSheStories",1
"""Aaj ka din hai 19 August"".
This is the biggest proof that Modi ji samay se aage chalne wale PM hain.",1
"Jo chahiye dikhao, bas akkad nahi",0
"Salman fans: #MajdoorSrkMeetsGodSalman

SRK fans:
#DrunkDriverMeetsKingKhan

Saif Ali Khan Fans: Aajkal thand si hone lagi hai thodi thodi",1
"Maharaj ji, 1 RK main rehte hain log. Ek bacche ke baad dusra karne ke liye privacy nahi milti. 4 kahan se honge.",1
#SakshiMaharajMovies Jaane Bhi Chaar Yaaro,0
"""Poore 5 minute suni maine Rahul Gandhi ki speech.."" ~ Sangakkarapic.twitter.com/LpujNSslLK",1
"""Bachhe achha nahi khele hai"" - Inzy",0
"Jan jan ki yehi darkaar

 #BadliyeSarkarBadliyeBihar",0
Neend kaha hai?,0
Happy bday bhai @Being_Humor aap duniya ke bakchodo ki ek misaal hai.. Mashaal ho.. Misal pav bhi ho.. Love u bro ,1
Radhika Apte > Kareena Kapoor,1
Opening ceremony ke naam pe ye chutiyapa kar rahe hai. #IPL,0
Vimal wale 25 saal tak yeh hi bolne wale hai ke unke 25 saal hogaye hai.,1
May 4 log kya kahenge iss ke baare mein nahi sochta,0
Real estate so costly ki dahej main maangne main bhi sharam a jaaye.,1
Jai Maharashtra !pic.twitter.com/VdJAh2Pvqz,0
